,Date,Tm,H_V,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1
24,2016-03-20,NYK,,SAC,L 80-88,240,32,91,.352,28,72,.389,4,19,.211,12,15,.800,80,35,88,.398,28,63,.444,7,25,.280,11,14,.786,88
25,2016-03-19,NYK,@,WAS,L 89-99,240,32,81,.395,22,60,.367,10,21,.476,15,17,.882,89,39,87,.448,31,58,.534,8,29,.276,13,17,.765,99
26,2016-03-16,NYK,@,GSW,L 85-121,240,36,91,.396,29,72,.403,7,19,.368,6,10,.600,85,46,91,.505,28,54,.519,18,37,.486,11,12,.917,121
27,2016-03-13,NYK,@,LAL,W 90-87,240,33,75,.440,28,54,.519,5,21,.238,19,27,.704,90,34,85,.400,31,69,.449,3,16,.188,16,21,.762,87
28,2016-03-11,NYK,@,LAC,L 94-101,240,34,83,.410,30,63,.476,4,20,.200,22,25,.880,94,38,85,.447,25,56,.446,13,29,.448,12,16,.750,101
29,2016-03-09,NYK,@,PHO,W 128-97,240,46,82,.561,30,58,.517,16,24,.667,20,24,.833,128,39,89,.438,30,60,.500,9,29,.310,10,15,.667,97
30,2016-03-08,NYK,@,DEN,L 94-110,240,33,75,.440,27,57,.474,6,18,.333,22,26,.846,94,45,99,.455,39,78,.500,6,21,.286,14,19,.737,110
31,2016-03-05,NYK,,DET,W 102-89,240,42,79,.532,38,63,.603,4,16,.250,14,18,.778,102,36,92,.391,30,66,.455,6,26,.231,11,15,.733,89
32,2016-03-04,NYK,@,BOS,L 104-105,240,42,92,.457,33,69,.478,9,23,.391,11,14,.786,104,41,90,.456,37,70,.529,4,20,.200,19,25,.760,105
33,2016-03-01,NYK,,POR,L 85-104,240,33,88,.375,27,67,.403,6,21,.286,13,18,.722,85,37,88,.420,25,58,.431,12,30,.400,18,20,.900,104
34,2016-02-28,NYK,,MIA,L 81-98,240,32,87,.368,26,72,.361,6,15,.400,11,12,.917,81,40,84,.476,39,76,.513,1,8,.125,17,21,.810,98
35,2016-02-26,NYK,,ORL,W 108-95,240,37,80,.463,33,64,.516,4,16,.250,30,36,.833,108,39,93,.419,33,66,.500,6,27,.222,11,16,.688,95
36,2016-02-24,NYK,@,IND,L 105-108,240,35,77,.455,22,51,.431,13,26,.500,22,25,.880,105,46,91,.505,43,76,.566,3,15,.200,13,16,.813,108
37,2016-02-22,NYK,,TOR,L 95-122,240,37,84,.440,31,64,.484,6,20,.300,15,23,.652,95,46,87,.529,35,62,.565,11,25,.440,19,25,.760,122
38,2016-02-20,NYK,@,MIN,W 103-95,240,42,83,.506,37,66,.561,5,17,.294,14,16,.875,103,36,84,.429,31,72,.431,5,12,.417,18,25,.720,95
39,2016-02-19,NYK,@,BRK,L 98-109,240,36,82,.439,26,56,.464,10,26,.385,16,18,.889,98,42,86,.488,34,69,.493,8,17,.471,17,20,.850,109
40,2016-02-09,NYK,,WAS,L 108-111,240,44,83,.530,36,57,.632,8,26,.308,12,14,.857,108,39,78,.500,23,52,.442,16,26,.615,17,25,.680,111
41,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
42,2016-02-07,NYK,,DEN,L 96-101,240,37,84,.440,29,62,.468,8,22,.364,14,20,.700,96,37,86,.430,32,65,.492,5,21,.238,22,28,.786,101
43,2016-02-05,NYK,,MEM,L 85-91,240,30,80,.375,20,51,.392,10,29,.345,15,17,.882,85,33,76,.434,29,58,.500,4,18,.222,21,24,.875,91
44,2016-02-04,NYK,@,DET,L 105-111,240,36,84,.429,30,62,.484,6,22,.273,27,34,.794,105,40,79,.506,31,62,.500,9,17,.529,22,33,.667,111
45,2016-02-02,NYK,,BOS,L 89-97,240,31,82,.378,25,62,.403,6,20,.300,21,28,.750,89,40,90,.444,37,71,.521,3,19,.158,14,17,.824,97
46,2016-01-31,NYK,,GSW,L 95-116,240,33,90,.367,27,72,.375,6,18,.333,23,26,.885,95,42,73,.575,26,44,.591,16,29,.552,16,23,.696,116
47,2016-01-29,NYK,,PHO,W 102-84,240,36,84,.429,29,64,.453,7,20,.350,23,26,.885,102,35,85,.412,28,59,.475,7,26,.269,7,12,.583,84
48,2016-01-28,NYK,@,TOR,L 93-103,240,38,87,.437,31,69,.449,7,18,.389,10,20,.500,93,37,85,.435,29,65,.446,8,20,.400,21,29,.724,103
49,2016-01-26,NYK,,OKC,L 122-128 (OT),265,44,95,.463,33,72,.458,11,23,.478,23,30,.767,122,46,99,.465,35,79,.443,11,20,.550,25,29,.862,128
50,2016-01-23,NYK,@,CHO,L 84-97,240,29,77,.377,22,53,.415,7,24,.292,19,32,.594,84,28,82,.341,19,51,.373,9,31,.290,32,37,.865,97
51,2016-01-22,NYK,,LAC,L 88-116,240,33,85,.388,29,67,.433,4,18,.222,18,20,.900,88,43,76,.566,30,53,.566,13,23,.565,17,24,.708,116
52,2016-01-20,NYK,,UTA,W 118-111 (OT),265,47,90,.522,40,73,.548,7,17,.412,17,18,.944,118,37,86,.430,25,59,.424,12,27,.444,25,31,.806,111
53,2016-01-18,NYK,,PHI,W 119-113 (2OT),290,43,97,.443,35,77,.455,8,20,.400,25,30,.833,119,45,102,.441,35,74,.473,10,28,.357,13,25,.520,113
54,2016-01-16,NYK,@,MEM,L 95-103,240,35,77,.455,30,57,.526,5,20,.250,20,24,.833,95,39,82,.476,34,72,.472,5,10,.500,20,26,.769,103
55,2016-01-13,NYK,@,BRK,L 104-110,240,41,91,.451,34,69,.493,7,22,.318,15,23,.652,104,45,86,.523,36,69,.522,9,17,.529,11,14,.786,110
56,2016-01-12,NYK,,BOS,W 120-114,240,43,81,.531,36,61,.590,7,20,.350,27,30,.900,120,42,86,.488,33,57,.579,9,29,.310,21,26,.808,114
