,Date,Tm,H_V,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1
62,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
63,2017-02-09,BOS,@,POR,W 120-111,240,44,91,.484,34,61,.557,10,30,.333,22,27,.815,120,39,77,.506,30,51,.588,9,26,.346,24,31,.774,111
64,2017-02-08,BOS,@,SAC,L 92-108,240,29,73,.397,19,41,.463,10,32,.313,24,27,.889,92,42,84,.500,32,59,.542,10,25,.400,14,15,.933,108
65,2017-02-05,BOS,,LAC,W 107-102,240,37,88,.420,21,36,.583,16,52,.308,17,20,.850,107,35,84,.417,25,55,.455,10,29,.345,22,28,.786,102
66,2017-02-03,BOS,,LAL,W 113-107,240,39,82,.476,26,47,.553,13,35,.371,22,28,.786,113,37,94,.394,23,56,.411,14,38,.368,19,26,.731,107
67,2017-02-01,BOS,,TOR,W 109-104,240,36,87,.414,24,51,.471,12,36,.333,25,30,.833,109,41,78,.526,33,47,.702,8,31,.258,14,25,.560,104
68,2017-01-30,BOS,,DET,W 113-109,240,36,82,.439,23,50,.460,13,32,.406,28,33,.848,113,43,97,.443,40,70,.571,3,27,.111,20,29,.690,109
69,2017-01-28,BOS,@,MIL,W 112-108 (OT),265,37,89,.416,23,48,.479,14,41,.341,24,30,.800,112,37,87,.425,28,66,.424,9,21,.429,25,32,.781,108
70,2017-01-27,BOS,,ORL,W 128-98,240,50,89,.562,34,55,.618,16,34,.471,12,15,.800,128,38,87,.437,29,62,.468,9,25,.360,13,18,.722,98
71,2017-01-25,BOS,,HOU,W 120-109,240,47,91,.516,36,59,.610,11,32,.344,15,16,.938,120,36,77,.468,26,46,.565,10,31,.323,27,38,.711,109
72,2017-01-24,BOS,@,WAS,L 108-123,240,38,84,.452,28,51,.549,10,33,.303,22,24,.917,108,48,84,.571,39,64,.609,9,20,.450,18,21,.857,123
73,2017-01-21,BOS,,POR,L 123-127 (OT),265,42,92,.457,29,57,.509,13,35,.371,26,31,.839,123,43,92,.467,33,67,.493,10,25,.400,31,36,.861,127
74,2017-01-18,BOS,,NYK,L 106-117,240,35,91,.385,26,58,.448,9,33,.273,27,29,.931,106,46,91,.505,36,66,.545,10,25,.400,15,18,.833,117
75,2017-01-16,BOS,,CHO,W 108-98,240,42,84,.500,27,45,.600,15,39,.385,9,10,.900,108,38,86,.442,30,61,.492,8,25,.320,14,17,.824,98
76,2017-01-13,BOS,@,ATL,W 103-101,240,36,83,.434,19,39,.487,17,44,.386,14,19,.737,103,36,84,.429,25,54,.463,11,30,.367,18,21,.857,101
77,2017-01-11,BOS,,WAS,W 117-108,240,43,85,.506,26,44,.591,17,41,.415,14,18,.778,117,45,105,.429,35,79,.443,10,26,.385,8,12,.667,108
78,2017-01-10,BOS,@,TOR,L 106-114,240,40,85,.471,31,58,.534,9,27,.333,17,20,.850,106,41,87,.471,31,65,.477,10,22,.455,22,27,.815,114
79,2017-01-07,BOS,,NOP,W 117-108,240,40,93,.430,22,57,.386,18,36,.500,19,21,.905,117,40,85,.471,30,54,.556,10,31,.323,18,23,.783,108
80,2017-01-06,BOS,,PHI,W 110-106,240,35,87,.402,16,47,.340,19,40,.475,21,25,.840,110,37,79,.468,28,51,.549,9,28,.321,23,26,.885,106
81,2017-01-03,BOS,,UTA,W 115-104,240,41,74,.554,24,43,.558,17,31,.548,16,17,.941,115,38,82,.463,27,56,.482,11,26,.423,17,21,.810,104
82,2016-12-30,BOS,,MIA,W 117-114,240,38,74,.514,21,42,.500,17,32,.531,24,29,.828,117,48,90,.533,37,62,.597,11,28,.393,7,10,.700,114
83,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
84,2016-12-29,BOS,@,CLE,L 118-124,240,43,85,.506,31,48,.646,12,37,.324,20,21,.952,118,43,83,.518,29,45,.644,14,38,.368,24,33,.727,124
85,2016-12-27,BOS,,MEM,W 113-103,240,41,85,.482,29,54,.537,12,31,.387,19,21,.905,113,37,88,.420,28,58,.483,9,30,.300,20,29,.690,103
86,2016-12-25,BOS,@,NYK,W 119-114,240,45,93,.484,31,57,.544,14,36,.389,15,20,.750,119,41,87,.471,33,64,.516,8,23,.348,24,27,.889,114
87,2016-12-23,BOS,,OKC,L 112-117,240,41,93,.441,32,65,.492,9,28,.321,21,26,.808,112,41,80,.513,30,54,.556,11,26,.423,24,36,.667,117
88,2016-12-22,BOS,@,IND,W 109-102,240,38,92,.413,28,53,.528,10,39,.256,23,27,.852,109,35,82,.427,28,59,.475,7,23,.304,25,29,.862,102
89,2016-12-20,BOS,@,MEM,W 112-109 (OT),265,33,81,.407,21,44,.477,12,37,.324,34,38,.895,112,38,94,.404,26,64,.406,12,30,.400,21,26,.808,109
90,2016-12-18,BOS,@,MIA,W 105-95,240,41,90,.456,32,62,.516,9,28,.321,14,19,.737,105,36,69,.522,27,45,.600,9,24,.375,14,25,.560,95
91,2016-12-16,BOS,,CHO,W 96-88,240,34,78,.436,25,50,.500,9,28,.321,19,26,.731,96,32,97,.330,24,67,.358,8,30,.267,16,19,.842,88
92,2016-12-14,BOS,@,SAS,L 101-108,240,37,84,.440,27,53,.509,10,31,.323,17,20,.850,101,44,80,.550,36,58,.621,8,22,.364,12,14,.857,108
93,2016-12-11,BOS,@,OKC,L 96-99,240,40,90,.444,29,58,.500,11,32,.344,5,8,.625,96,41,83,.494,38,62,.613,3,21,.143,14,27,.519,99
94,2016-12-09,BOS,,TOR,L 94-101,240,31,83,.373,14,41,.341,17,42,.405,15,22,.682,94,34,82,.415,25,62,.403,9,20,.450,24,27,.889,101
95,2016-12-07,BOS,@,ORL,W 117-87,240,43,84,.512,36,58,.621,7,26,.269,24,29,.828,117,30,81,.370,19,55,.345,11,26,.423,16,24,.667,87
96,2016-12-05,BOS,@,HOU,L 106-107,240,42,99,.424,31,67,.463,11,32,.344,11,12,.917,106,34,76,.447,22,38,.579,12,38,.316,27,31,.871,107
97,2016-12-03,BOS,@,PHI,W 107-106,240,38,76,.500,30,50,.600,8,26,.308,23,29,.793,107,35,76,.461,20,43,.465,15,33,.455,21,26,.808,106
98,2016-12-02,BOS,,SAC,W 97-92,240,36,88,.409,25,60,.417,11,28,.393,14,15,.933,97,33,88,.375,27,62,.435,6,26,.231,20,25,.800,92
99,2016-11-30,BOS,,DET,L 114-121,240,40,91,.440,25,49,.510,15,42,.357,19,20,.950,114,48,87,.552,39,67,.582,9,20,.450,16,21,.762,121
100,2016-11-28,BOS,@,MIA,W 112-104,240,40,83,.482,29,56,.518,11,27,.407,21,26,.808,112,38,80,.475,32,50,.640,6,30,.200,22,32,.688,104
101,2016-11-25,BOS,,SAS,L 103-109,240,42,91,.462,30,57,.526,12,34,.353,7,9,.778,103,38,81,.469,27,57,.474,11,24,.458,22,25,.880,109
102,2016-11-23,BOS,@,BRK,W 111-92,240,45,98,.459,30,60,.500,15,38,.395,6,8,.750,111,34,86,.395,24,55,.436,10,31,.323,14,22,.636,92
103,2016-11-21,BOS,@,MIN,W 99-93,240,38,84,.452,26,46,.565,12,38,.316,11,14,.786,99,36,86,.419,32,62,.516,4,24,.167,17,25,.680,93
0,2016-11-19,BOS,@,DET,W 94-92,240,33,82,.402,21,51,.412,12,31,.387,16,17,.941,94,37,86,.430,30,66,.455,7,20,.350,11,16,.688,92
1,2016-11-18,BOS,,GSW,L 88-104,240,31,83,.373,20,51,.392,11,32,.344,15,19,.789,88,44,90,.489,35,62,.565,9,28,.321,7,12,.583,104
2,2016-11-16,BOS,,DAL,W 90-83,240,33,76,.434,26,55,.473,7,21,.333,17,23,.739,90,34,83,.410,26,60,.433,8,23,.348,7,10,.700,83
3,2016-11-14,BOS,@,NOP,L 105-106,240,38,95,.400,26,54,.481,12,41,.293,17,20,.850,105,35,79,.443,29,58,.500,6,21,.286,30,36,.833,106
4,2016-11-12,BOS,@,IND,W 105-99,240,35,80,.438,27,55,.491,8,25,.320,27,33,.818,105,36,86,.419,30,59,.508,6,27,.222,21,28,.750,99
5,2016-11-11,BOS,,NYK,W 115-87,240,35,90,.389,24,63,.381,11,27,.407,34,43,.791,115,33,94,.351,27,71,.380,6,23,.261,15,17,.882,87
6,2016-11-09,BOS,@,WAS,L 93-118,240,35,81,.432,25,50,.500,10,31,.323,13,22,.591,93,46,92,.500,36,71,.507,10,21,.476,16,20,.800,118
