,Date,Tm,H_V,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1
32,2018-11-25,LAL,,ORL,L 104-108,240,37,79,.468,27,53,.509,10,26,.385,20,31,.645,104,42,93,.452,31,62,.500,11,31,.355,13,14,.929,108
33,2018-11-23,LAL,,UTA,W 90-83,240,36,79,.456,29,56,.518,7,23,.304,11,18,.611,90,33,85,.388,29,62,.468,4,23,.174,13,17,.765,83
34,2018-11-21,LAL,@,CLE,W 109-105,240,40,78,.513,31,53,.585,9,25,.360,20,28,.714,109,39,102,.382,26,68,.382,13,34,.382,14,15,.933,105
35,2018-11-18,LAL,@,MIA,W 113-97,240,42,95,.442,31,68,.456,11,27,.407,18,21,.857,113,35,87,.402,22,55,.400,13,32,.406,14,19,.737,97
36,2018-11-17,LAL,@,ORL,L 117-130,240,43,90,.478,33,60,.550,10,30,.333,21,25,.840,117,50,93,.538,39,61,.639,11,32,.344,19,23,.826,130
37,2018-11-14,LAL,,POR,W 126-117,240,44,93,.473,29,61,.475,15,32,.469,23,26,.885,126,41,93,.441,27,60,.450,14,33,.424,21,23,.913,117
38,2018-11-11,LAL,,ATL,W 107-106,240,39,92,.424,25,54,.463,14,38,.368,15,24,.625,107,41,95,.432,28,58,.483,13,37,.351,11,13,.846,106
39,2018-11-10,LAL,@,SAC,W 101-86,240,41,99,.414,29,61,.475,12,38,.316,7,17,.412,101,32,92,.348,26,67,.388,6,25,.240,16,20,.800,86
40,2018-11-07,LAL,,MIN,W 114-110,240,44,91,.484,29,57,.509,15,34,.441,11,14,.786,114,41,91,.451,21,51,.412,20,40,.500,8,9,.889,110
41,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
42,2018-11-04,LAL,,TOR,L 107-121,240,39,85,.459,33,61,.541,6,24,.250,23,29,.793,107,49,98,.500,39,63,.619,10,35,.286,13,14,.929,121
43,2018-11-03,LAL,@,POR,W 114-110,240,45,86,.523,37,65,.569,8,21,.381,16,25,.640,114,44,104,.423,38,69,.551,6,35,.171,16,22,.727,110
44,2018-10-31,LAL,,DAL,W 114-113,240,43,84,.512,33,67,.493,10,17,.588,18,24,.750,114,43,86,.500,30,57,.526,13,29,.448,14,19,.737,113
45,2018-10-29,LAL,@,MIN,L 120-124,240,49,104,.471,37,71,.521,12,33,.364,10,15,.667,120,42,98,.429,28,69,.406,14,29,.483,26,30,.867,124
46,2018-10-27,LAL,@,SAS,L 106-110,240,41,86,.477,28,53,.528,13,33,.394,11,18,.611,106,44,91,.484,41,75,.547,3,16,.188,19,24,.792,110
47,2018-10-25,LAL,,DEN,W 121-114,240,46,92,.500,36,63,.571,10,29,.345,19,23,.826,121,46,92,.500,40,69,.580,6,23,.261,16,20,.800,114
48,2018-10-24,LAL,@,PHO,W 131-113,240,52,100,.520,42,72,.583,10,28,.357,17,23,.739,131,44,84,.524,34,53,.642,10,31,.323,15,21,.714,113
