,Date,Tm,H_V,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1
16,2016-04-11,CLE,,ATL,W 109-94,240,40,83,.482,29,54,.537,11,29,.379,18,20,.900,109,39,87,.448,31,57,.544,8,30,.267,8,15,.533,94
17,2016-04-09,CLE,@,CHI,L 102-105,240,36,83,.434,17,43,.395,19,40,.475,11,18,.611,102,40,89,.449,32,65,.492,8,24,.333,17,21,.810,105
18,2016-04-06,CLE,@,IND,L 109-123,240,35,74,.473,27,45,.600,8,29,.276,31,34,.912,109,45,80,.563,29,49,.592,16,31,.516,17,22,.773,123
19,2016-04-05,CLE,@,MIL,W 109-80,240,41,75,.547,23,39,.590,18,36,.500,9,10,.900,109,35,88,.398,31,72,.431,4,16,.250,6,12,.500,80
20,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
21,2016-04-03,CLE,,CHO,W 112-103,240,45,83,.542,29,54,.537,16,29,.552,6,13,.462,112,34,76,.447,25,50,.500,9,26,.346,26,27,.963,103
22,2016-04-01,CLE,@,ATL,W 110-108 (OT),265,39,98,.398,27,60,.450,12,38,.316,20,31,.645,110,38,95,.400,29,65,.446,9,30,.300,23,26,.885,108
23,2016-03-31,CLE,,BRK,W 107-87,240,38,87,.437,26,49,.531,12,38,.316,19,24,.792,107,35,94,.372,31,73,.425,4,21,.190,13,21,.619,87
24,2016-03-29,CLE,,HOU,L 100-106,240,31,86,.360,17,46,.370,14,40,.350,24,28,.857,100,38,79,.481,29,54,.537,9,25,.360,21,42,.500,106
25,2016-03-26,CLE,@,NYK,W 107-93,240,37,83,.446,23,49,.469,14,34,.412,19,25,.760,107,33,79,.418,25,56,.446,8,23,.348,19,28,.679,93
26,2016-03-24,CLE,@,BRK,L 95-104,240,39,89,.438,29,51,.569,10,38,.263,7,9,.778,95,41,89,.461,33,67,.493,8,22,.364,14,19,.737,104
27,2016-03-23,CLE,,MIL,W 113-104,240,40,83,.482,30,49,.612,10,34,.294,23,27,.852,113,43,80,.538,36,64,.563,7,16,.438,11,15,.733,104
