,Date,Tm,H_V,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1
90,2014-03-31,PHI,@,ATL,L 95-103,240,36,77,.468,25,47,.532,11,30,.367,12,20,.600,95,36,84,.429,29,53,.547,7,31,.226,24,30,.800,103
91,2014-03-29,PHI,,DET,W 123-98,240,48,92,.522,36,71,.507,12,21,.571,15,19,.789,123,33,85,.388,27,64,.422,6,21,.286,26,32,.813,98
92,2014-03-27,PHI,@,HOU,L 98-120,240,35,90,.389,21,54,.389,14,36,.389,14,22,.636,98,44,90,.489,35,64,.547,9,26,.346,23,34,.676,120
93,2014-03-24,PHI,@,SAS,L 91-113,240,36,88,.409,25,55,.455,11,33,.333,8,18,.444,91,44,79,.557,31,52,.596,13,27,.481,12,16,.750,113
94,2014-03-22,PHI,@,CHI,L 81-91,240,30,87,.345,29,67,.433,1,20,.050,20,22,.909,81,31,70,.443,26,56,.464,5,14,.357,24,31,.774,91
95,2014-03-21,PHI,,NYK,L 92-93,240,34,91,.374,24,50,.480,10,41,.244,14,21,.667,92,34,82,.415,27,53,.509,7,29,.241,18,25,.720,93
96,2014-03-19,PHI,,CHI,L 94-102,240,37,81,.457,26,57,.456,11,24,.458,9,19,.474,94,36,83,.434,28,68,.412,8,15,.533,22,27,.815,102
97,2014-03-17,PHI,@,IND,L 90-99,240,35,81,.432,26,58,.448,9,23,.391,11,20,.550,90,31,81,.383,25,63,.397,6,18,.333,31,38,.816,99
98,2014-03-15,PHI,,MEM,L 77-103,240,31,83,.373,25,60,.417,6,23,.261,9,19,.474,77,38,70,.543,34,55,.618,4,15,.267,23,32,.719,103
99,2014-03-14,PHI,,IND,L 94-101,240,35,90,.389,27,64,.422,8,26,.308,16,18,.889,94,39,67,.582,30,46,.652,9,21,.429,14,22,.636,101
100,2014-03-12,PHI,,SAC,L 98-115,240,33,84,.393,25,61,.410,8,23,.348,24,28,.857,98,34,74,.459,27,56,.482,7,18,.389,40,50,.800,115
101,2014-03-10,PHI,@,NYK,L 110-123,240,43,84,.512,37,64,.578,6,20,.300,18,25,.720,110,44,81,.543,31,49,.633,13,32,.406,22,34,.647,123
102,2014-03-08,PHI,,UTA,L 92-104,240,36,76,.474,31,54,.574,5,22,.227,15,20,.750,92,37,80,.463,27,57,.474,10,23,.435,20,28,.714,104
103,2014-03-04,PHI,@,OKC,L 92-125,240,32,94,.340,22,64,.344,10,30,.333,18,26,.692,92,43,76,.566,36,56,.643,7,20,.350,32,43,.744,125
0,2014-03-02,PHI,@,ORL,L 81-92,240,32,86,.372,27,62,.435,5,24,.208,12,18,.667,81,35,83,.422,34,70,.486,1,13,.077,21,27,.778,92
1,2014-03-01,PHI,,WAS,L 103-122,240,38,84,.452,33,62,.532,5,22,.227,22,32,.688,103,45,89,.506,33,63,.524,12,26,.462,20,28,.714,122
2,2014-02-26,PHI,,ORL,L 90-101,240,32,87,.368,27,65,.415,5,22,.227,21,28,.750,90,39,94,.415,30,76,.395,9,18,.500,14,16,.875,101
3,2014-02-24,PHI,,MIL,L 110-130,240,43,88,.489,35,64,.547,8,24,.333,16,23,.696,110,48,84,.571,36,64,.563,12,20,.600,22,29,.759,130
4,2014-02-21,PHI,,DAL,L 112-124,240,42,94,.447,37,69,.536,5,25,.200,23,32,.719,112,48,77,.623,39,54,.722,9,23,.391,19,25,.760,124
5,2014-02-18,PHI,,CLE,L 85-114,240,31,87,.356,26,65,.400,5,22,.227,18,27,.667,85,40,87,.460,34,69,.493,6,18,.333,28,33,.848,114
6,2014-02-12,PHI,@,UTA,L 100-105,240,37,80,.463,29,61,.475,8,19,.421,18,23,.783,100,37,87,.425,34,71,.479,3,16,.188,28,32,.875,105
7,2014-02-10,PHI,@,GSW,L 80-123,240,33,90,.367,31,73,.425,2,17,.118,12,17,.706,80,43,88,.489,31,59,.525,12,29,.414,25,30,.833,123
8,2014-02-09,PHI,@,LAC,L 78-123,240,27,100,.270,24,72,.333,3,28,.107,21,25,.840,78,50,89,.562,41,61,.672,9,28,.321,14,17,.824,123
9,2014-02-07,PHI,,LAL,L 98-112,240,37,87,.425,22,55,.400,15,32,.469,9,17,.529,98,45,89,.506,37,71,.521,8,18,.444,14,20,.700,112
10,2014-02-05,PHI,,BOS,L 108-114,240,42,94,.447,35,73,.479,7,21,.333,17,20,.850,108,41,84,.488,33,65,.508,8,19,.421,24,33,.727,114
11,2014-02-03,PHI,@,BRK,L 102-108,240,37,71,.521,29,51,.569,8,20,.400,20,28,.714,102,32,72,.444,22,47,.468,10,25,.400,34,39,.872,108
12,2014-02-01,PHI,@,DET,L 96-113,240,38,89,.427,33,68,.485,5,21,.238,15,23,.652,96,41,92,.446,34,67,.507,7,25,.280,24,40,.600,113
13,2014-01-31,PHI,,ATL,L 99-125,240,32,87,.368,26,65,.400,6,22,.273,29,37,.784,99,45,89,.506,37,73,.507,8,16,.500,27,34,.794,125
14,2014-01-29,PHI,@,BOS,W 95-94,240,37,86,.430,30,65,.462,7,21,.333,14,25,.560,95,32,87,.368,25,68,.368,7,19,.368,23,30,.767,94
15,2014-01-27,PHI,,PHO,L 113-124,240,40,87,.460,32,67,.478,8,20,.400,25,26,.962,113,43,80,.538,34,60,.567,9,20,.450,29,35,.829,124
16,2014-01-25,PHI,,OKC,L 91-103,240,34,90,.378,30,63,.476,4,27,.148,19,27,.704,91,40,76,.526,36,55,.655,4,21,.190,19,25,.760,103
17,2014-01-24,PHI,,TOR,L 95-104,240,38,89,.427,32,69,.464,6,20,.300,13,16,.813,95,40,84,.476,32,64,.500,8,20,.400,16,22,.727,104
18,2014-01-22,PHI,@,NYK,W 110-106,240,42,88,.477,33,74,.446,9,14,.643,17,24,.708,110,37,82,.451,22,49,.449,15,33,.455,17,24,.708,106
19,2014-01-20,PHI,@,WAS,L 99-107,240,37,88,.420,33,70,.471,4,18,.222,21,31,.677,99,37,84,.440,32,66,.485,5,18,.278,28,35,.800,107
20,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
21,2014-01-18,PHI,@,CHI,L 78-103,240,34,97,.351,32,78,.410,2,19,.105,8,12,.667,78,40,82,.488,34,62,.548,6,20,.300,17,20,.850,103
22,2014-01-17,PHI,,MIA,L 86-101,240,31,84,.369,29,64,.453,2,20,.100,22,37,.595,86,38,80,.475,30,57,.526,8,23,.348,17,20,.850,101
23,2014-01-15,PHI,,CHA,W 95-92,240,39,77,.506,33,62,.532,6,15,.400,11,20,.550,95,35,88,.398,30,68,.441,5,20,.250,17,26,.654,92
24,2014-01-11,PHI,,NYK,L 92-102,240,36,78,.462,31,59,.525,5,19,.263,15,21,.714,92,39,82,.476,33,64,.516,6,18,.333,18,23,.783,102
25,2014-01-10,PHI,,DET,L 104-114,240,41,95,.432,33,71,.465,8,24,.333,14,20,.700,104,40,94,.426,29,64,.453,11,30,.367,23,33,.697,114
26,2014-01-07,PHI,@,CLE,L 93-111,240,34,86,.395,30,67,.448,4,19,.211,21,27,.778,93,44,89,.494,31,61,.508,13,28,.464,10,18,.556,111
27,2014-01-06,PHI,,MIN,L 95-126,240,38,80,.475,30,62,.484,8,18,.444,11,16,.688,95,46,100,.460,30,74,.405,16,26,.615,18,23,.783,126
28,2014-01-04,PHI,@,POR,W 101-99,240,40,88,.455,36,74,.486,4,14,.286,17,24,.708,101,36,99,.364,33,77,.429,3,22,.136,24,30,.800,99
29,2014-01-02,PHI,@,SAC,W 113-104,240,42,90,.467,37,71,.521,5,19,.263,24,31,.774,113,35,83,.422,28,60,.467,7,23,.304,27,37,.730,104
30,2014-01-01,PHI,@,DEN,W 114-102,240,43,92,.467,34,69,.493,9,23,.391,19,28,.679,114,36,91,.396,31,66,.470,5,25,.200,25,35,.714,102
31,2013-12-29,PHI,@,LAL,W 111-104,240,39,95,.411,33,71,.465,6,24,.250,27,33,.818,111,31,84,.369,19,47,.404,12,37,.324,30,34,.882,104
32,2013-12-28,PHI,@,PHO,L 101-115,240,37,95,.389,26,66,.394,11,29,.379,16,22,.727,101,44,95,.463,35,62,.565,9,33,.273,18,23,.783,115
33,2013-12-21,PHI,@,MIL,L 106-116,240,38,93,.409,28,70,.400,10,23,.435,20,22,.909,106,43,82,.524,36,57,.632,7,25,.280,23,25,.920,116
34,2013-12-20,PHI,,BRK,W 121-120 (OT),265,51,100,.510,42,71,.592,9,29,.310,10,15,.667,121,42,85,.494,27,52,.519,15,33,.455,21,30,.700,120
35,2013-12-16,PHI,@,BRK,L 94-130,240,37,90,.411,29,60,.483,8,30,.267,12,20,.600,94,47,78,.603,26,43,.605,21,35,.600,15,26,.577,130
36,2013-12-14,PHI,,POR,L 105-139,240,39,87,.448,30,72,.417,9,15,.600,18,26,.692,105,52,93,.559,31,56,.554,21,37,.568,14,20,.700,139
37,2013-12-13,PHI,@,TOR,L 100-108,240,37,84,.440,28,61,.459,9,23,.391,17,21,.810,100,39,82,.476,29,57,.509,10,25,.400,20,24,.833,108
38,2013-12-11,PHI,@,MIN,L 99-106,240,39,74,.527,30,54,.556,9,20,.450,12,14,.857,99,37,96,.385,30,76,.395,7,20,.350,25,29,.862,106
39,2013-12-09,PHI,,LAC,L 83-94,240,33,92,.359,30,71,.423,3,21,.143,14,19,.737,83,35,82,.427,30,55,.545,5,27,.185,19,29,.655,94
40,2013-12-07,PHI,,DEN,L 92-103,240,40,88,.455,37,72,.514,3,16,.188,9,14,.643,92,35,83,.422,28,61,.459,7,22,.318,26,34,.765,103
41,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
42,2013-12-06,PHI,@,CHA,L 88-105,240,37,92,.402,31,65,.477,6,27,.222,8,13,.615,88,42,91,.462,38,70,.543,4,21,.190,17,25,.680,105
43,2013-12-03,PHI,,ORL,W 126-125 (2OT),290,46,96,.479,35,67,.522,11,29,.379,23,33,.697,126,47,94,.500,41,68,.603,6,26,.231,25,32,.781,125
44,2013-12-01,PHI,@,DET,L 100-115,240,38,88,.432,31,65,.477,7,23,.304,17,19,.895,100,41,89,.461,31,61,.508,10,28,.357,23,39,.590,115
45,2013-11-29,PHI,,NOP,L 105-121,240,42,92,.457,30,61,.492,12,31,.387,9,21,.429,105,51,93,.548,43,73,.589,8,20,.400,11,14,.786,121
46,2013-11-27,PHI,@,ORL,L 94-105,240,38,85,.447,31,63,.492,7,22,.318,11,17,.647,94,43,82,.524,39,63,.619,4,19,.211,15,21,.714,105
47,2013-11-23,PHI,@,IND,L 98-106,240,35,102,.343,31,77,.403,4,25,.160,24,32,.750,98,35,76,.461,30,58,.517,5,18,.278,31,38,.816,106
48,2013-11-22,PHI,,MIL,W 115-107 (OT),265,45,79,.570,38,59,.644,7,20,.350,18,29,.621,115,41,93,.441,33,64,.516,8,29,.276,17,24,.708,107
49,2013-11-20,PHI,,TOR,L 98-108,240,34,76,.447,27,56,.482,7,20,.350,23,31,.742,98,36,86,.419,22,57,.386,14,29,.483,22,28,.786,108
50,2013-11-18,PHI,@,DAL,L 94-97,240,38,99,.384,32,78,.410,6,21,.286,12,22,.545,94,34,78,.436,25,49,.510,9,29,.310,20,26,.769,97
51,2013-11-16,PHI,@,NOP,L 98-135,240,35,83,.422,29,64,.453,6,19,.316,22,31,.710,98,52,86,.605,39,58,.672,13,28,.464,18,27,.667,135
52,2013-11-15,PHI,@,ATL,L 103-113,240,40,86,.465,35,67,.522,5,19,.263,18,23,.783,103,39,81,.481,29,58,.500,10,23,.435,25,31,.806,113
53,2013-11-13,PHI,,HOU,W 123-117 (OT),265,43,103,.417,32,78,.410,11,25,.440,26,34,.765,123,43,96,.448,28,55,.509,15,41,.366,16,25,.640,117
54,2013-11-11,PHI,,SAS,L 85-109,240,34,82,.415,29,63,.460,5,19,.263,12,16,.750,85,44,89,.494,31,61,.508,13,28,.464,8,11,.727,109
55,2013-11-09,PHI,@,CLE,L 125-127 (2OT),290,47,99,.475,36,72,.500,11,27,.407,20,23,.870,125,46,102,.451,33,71,.465,13,31,.419,22,29,.759,127
56,2013-11-08,PHI,,CLE,W 94-79,240,40,84,.476,33,63,.524,7,21,.333,7,9,.778,94,30,90,.333,21,64,.328,9,26,.346,10,14,.714,79
57,2013-11-06,PHI,,WAS,L 102-116,240,39,83,.470,33,65,.508,6,18,.333,18,26,.692,102,43,98,.439,25,65,.385,18,33,.545,12,16,.750,116
58,2013-11-04,PHI,,GSW,L 90-110,240,31,88,.352,26,63,.413,5,25,.200,23,37,.622,90,41,92,.446,26,54,.481,15,38,.395,13,20,.650,110
59,2013-11-02,PHI,,CHI,W 107-104,240,42,86,.488,31,64,.484,11,22,.500,12,18,.667,107,42,93,.452,39,79,.494,3,14,.214,17,19,.895,104
60,2013-11-01,PHI,@,WAS,W 109-102,240,48,94,.511,42,71,.592,6,23,.261,7,14,.500,109,41,94,.436,32,68,.471,9,26,.346,11,17,.647,102
61,2013-10-30,PHI,,MIA,W 114-110,240,43,80,.538,35,59,.593,8,21,.381,20,24,.833,114,42,85,.494,26,45,.578,16,40,.400,10,13,.769,110
62,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
63,2013-04-17,PHI,@,IND,W 105-95,240,43,85,.506,35,66,.530,8,19,.421,11,14,.786,105,36,80,.450,30,54,.556,6,26,.231,17,27,.630,95
64,2013-04-15,PHI,@,DET,L 101-109,240,39,87,.448,33,65,.508,6,22,.273,17,21,.810,101,41,83,.494,32,58,.552,9,25,.360,18,22,.818,109
65,2013-04-14,PHI,,CLE,W 91-77,240,38,86,.442,30,65,.462,8,21,.381,7,11,.636,91,31,85,.365,26,69,.377,5,16,.313,10,15,.667,77
66,2013-04-12,PHI,@,WAS,W 97-86,240,40,93,.430,33,71,.465,7,22,.318,10,11,.909,97,36,87,.414,35,74,.473,1,13,.077,13,21,.619,86
67,2013-04-10,PHI,,ATL,L 101-124,240,37,88,.420,30,67,.448,7,21,.333,20,22,.909,101,49,91,.538,41,69,.594,8,22,.364,18,19,.947,124
68,2013-04-09,PHI,@,BRK,L 83-104,240,30,80,.375,23,66,.348,7,14,.500,16,20,.800,83,42,93,.452,37,73,.507,5,20,.250,15,23,.652,104
69,2013-04-06,PHI,@,MIA,L 87-106,240,33,82,.402,27,62,.435,6,20,.300,15,20,.750,87,40,83,.482,26,58,.448,14,25,.560,12,14,.857,106
70,2013-04-05,PHI,@,ATL,W 101-90,240,37,80,.463,28,64,.438,9,16,.563,18,24,.750,101,34,73,.466,29,56,.518,5,17,.294,17,27,.630,90
71,2013-04-03,PHI,@,CHA,L 83-88,240,33,94,.351,29,78,.372,4,16,.250,13,16,.813,83,35,81,.432,31,67,.463,4,14,.286,14,16,.875,88
72,2013-03-30,PHI,,CHA,W 100-92,240,38,73,.521,33,57,.579,5,16,.313,19,27,.704,100,38,76,.500,36,68,.529,2,8,.250,14,23,.609,92
73,2013-03-29,PHI,@,CLE,W 97-87,240,42,86,.488,35,68,.515,7,18,.389,6,10,.600,97,37,86,.430,33,68,.485,4,18,.222,9,15,.600,87
74,2013-03-27,PHI,,MIL,W 100-92,240,42,89,.472,34,73,.466,8,16,.500,8,9,.889,100,37,89,.416,31,65,.477,6,24,.250,12,13,.923,92
75,2013-03-25,PHI,@,UTA,L 91-107,240,32,83,.386,28,69,.406,4,14,.286,23,28,.821,91,41,84,.488,34,70,.486,7,14,.500,18,21,.857,107
76,2013-03-24,PHI,@,SAC,W 117-103,240,47,96,.490,39,75,.520,8,21,.381,15,21,.714,117,42,85,.494,33,61,.541,9,24,.375,10,12,.833,103
77,2013-03-21,PHI,@,DEN,L 100-101,240,43,78,.551,36,60,.600,7,18,.389,7,11,.636,100,37,76,.487,30,65,.462,7,11,.636,20,27,.741,101
78,2013-03-20,PHI,@,LAC,L 72-101,240,29,79,.367,23,59,.390,6,20,.300,8,10,.800,72,41,78,.526,35,58,.603,6,20,.300,13,19,.684,101
79,2013-03-18,PHI,,POR,W 101-100,240,43,86,.500,38,70,.543,5,16,.313,10,13,.769,101,38,90,.422,26,62,.419,12,28,.429,12,14,.857,100
80,2013-03-16,PHI,,IND,W 98-91,240,39,79,.494,33,66,.500,6,13,.462,14,19,.737,98,34,88,.386,28,72,.389,6,16,.375,17,21,.810,91
81,2013-03-13,PHI,,MIA,L 94-98,240,40,85,.471,33,67,.493,7,18,.389,7,12,.583,94,35,75,.467,30,55,.545,5,20,.250,23,27,.852,98
82,2013-03-11,PHI,,BRK,W 106-97,240,40,76,.526,32,61,.525,8,15,.533,18,27,.667,106,40,81,.494,34,62,.548,6,19,.316,11,16,.688,97
83,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
84,2013-03-10,PHI,@,ORL,L 91-99,240,40,86,.465,35,74,.473,5,12,.417,6,10,.600,91,41,83,.494,29,56,.518,12,27,.444,5,7,.714,99
85,2013-03-08,PHI,@,MIA,L 93-102,240,37,77,.481,27,56,.482,10,21,.476,9,11,.818,93,42,79,.532,34,58,.586,8,21,.381,10,13,.769,102
86,2013-03-06,PHI,@,ATL,L 96-107,240,37,86,.430,31,69,.449,6,17,.353,16,21,.762,96,43,80,.538,32,56,.571,11,24,.458,10,17,.588,107
87,2013-03-05,PHI,,BOS,L 101-109,240,41,100,.410,36,79,.456,5,21,.238,14,18,.778,101,42,83,.506,31,64,.484,11,19,.579,14,16,.875,109
88,2013-03-03,PHI,@,WAS,L 87-90,240,33,85,.388,27,66,.409,6,19,.316,15,20,.750,87,34,80,.425,28,65,.431,6,15,.400,16,21,.762,90
89,2013-03-02,PHI,,GSW,W 104-97,240,44,85,.518,32,67,.478,12,18,.667,4,9,.444,104,36,86,.419,26,60,.433,10,26,.385,15,19,.789,97
90,2013-02-28,PHI,@,CHI,L 82-93,240,33,85,.388,29,74,.392,4,11,.364,12,21,.571,82,32,83,.386,29,69,.420,3,14,.214,26,33,.788,93
91,2013-02-26,PHI,,ORL,L 84-98,240,32,81,.395,25,60,.417,7,21,.333,13,18,.722,84,41,76,.539,36,63,.571,5,13,.385,11,16,.688,98
92,2013-02-24,PHI,@,NYK,L 93-99,240,36,85,.424,32,72,.444,4,13,.308,17,20,.850,93,32,75,.427,24,42,.571,8,33,.242,27,35,.771,99
93,2013-02-23,PHI,,MIA,L 90-114,240,35,78,.449,24,50,.480,11,28,.393,9,10,.900,90,45,77,.584,36,56,.643,9,21,.429,15,18,.833,114
94,2013-02-20,PHI,@,MIN,L 87-94,240,31,81,.383,27,68,.397,4,13,.308,21,32,.656,87,28,70,.400,23,57,.404,5,13,.385,33,44,.750,94
95,2013-02-13,PHI,@,MIL,L 92-94,240,34,76,.447,30,63,.476,4,13,.308,20,24,.833,92,37,88,.420,33,70,.471,4,18,.222,16,21,.762,94
96,2013-02-11,PHI,,LAC,L 90-107,240,35,84,.417,26,66,.394,9,18,.500,11,16,.688,90,44,75,.587,36,56,.643,8,19,.421,11,22,.500,107
97,2013-02-09,PHI,,CHA,W 87-76,240,39,93,.419,37,77,.481,2,16,.125,7,10,.700,87,27,88,.307,25,72,.347,2,16,.125,20,23,.870,76
98,2013-02-06,PHI,,IND,L 69-88,240,31,89,.348,29,81,.358,2,8,.250,5,7,.714,69,32,81,.395,27,64,.422,5,17,.294,19,25,.760,88
99,2013-02-04,PHI,,ORL,W 78-61,240,36,79,.456,33,59,.559,3,20,.150,3,5,.600,78,27,80,.338,26,68,.382,1,12,.083,6,8,.750,61
100,2013-02-01,PHI,,SAC,W 89-80,240,36,76,.474,33,62,.532,3,14,.214,14,19,.737,89,30,79,.380,29,69,.420,1,10,.100,19,25,.760,80
101,2013-01-30,PHI,,WAS,W 92-84,240,40,95,.421,34,82,.415,6,13,.462,6,10,.600,92,30,75,.400,23,53,.434,7,22,.318,17,21,.810,84
102,2013-01-28,PHI,,MEM,L 100-103,240,45,83,.542,41,74,.554,4,9,.444,6,9,.667,100,40,73,.548,32,60,.533,8,13,.615,15,19,.789,103
103,2013-01-26,PHI,,NYK,W 97-80,240,38,75,.507,32,56,.571,6,19,.316,15,22,.682,97,28,81,.346,24,54,.444,4,27,.148,20,23,.870,80
0,2013-01-22,PHI,@,MIL,L 102-110,240,42,95,.442,34,79,.430,8,16,.500,10,13,.769,102,41,79,.519,34,63,.540,7,16,.438,21,33,.636,110
1,2013-01-21,PHI,,SAS,L 85-90,240,37,84,.440,33,70,.471,4,14,.286,7,11,.636,85,34,81,.420,31,63,.492,3,18,.167,19,26,.731,90
2,2013-01-18,PHI,,TOR,W 108-101 (OT),265,47,91,.516,43,72,.597,4,19,.211,10,14,.714,108,40,88,.455,29,63,.460,11,25,.440,10,13,.769,101
3,2013-01-15,PHI,,NOH,L 99-111,240,39,82,.476,28,61,.459,11,21,.524,10,13,.769,99,44,83,.530,34,65,.523,10,18,.556,13,18,.722,111
4,2013-01-12,PHI,,HOU,W 107-100,240,43,87,.494,37,69,.536,6,18,.333,15,19,.789,107,37,84,.440,29,52,.558,8,32,.250,18,22,.818,100
5,2013-01-09,PHI,@,TOR,L 72-90,240,29,74,.392,27,64,.422,2,10,.200,12,19,.632,72,39,80,.488,38,69,.551,1,11,.091,11,13,.846,90
6,2013-01-08,PHI,,BRK,L 89-109,240,38,79,.481,31,62,.500,7,17,.412,6,10,.600,89,40,83,.482,30,59,.508,10,24,.417,19,22,.864,109
7,2013-01-05,PHI,@,SAS,L 86-109,240,35,84,.417,32,67,.478,3,17,.176,13,20,.650,86,41,85,.482,33,60,.550,8,25,.320,19,23,.826,109
8,2013-01-04,PHI,@,OKC,L 85-109,240,34,84,.405,23,60,.383,11,24,.458,6,8,.750,85,39,75,.520,29,58,.500,10,17,.588,21,27,.778,109
9,2013-01-02,PHI,@,PHO,L 89-95,240,37,84,.440,32,70,.457,5,14,.357,10,12,.833,89,39,85,.459,36,72,.500,3,13,.231,14,20,.700,95
10,2013-01-01,PHI,@,LAL,W 103-99,240,41,86,.477,33,64,.516,8,22,.364,13,20,.650,103,37,94,.394,34,72,.472,3,22,.136,22,33,.667,99
11,2012-12-29,PHI,@,POR,L 85-89,240,36,85,.424,32,68,.471,4,17,.235,9,11,.818,85,34,76,.447,26,53,.491,8,23,.348,13,16,.813,89
12,2012-12-28,PHI,@,GSW,L 89-96,240,35,87,.402,30,67,.448,5,20,.250,14,23,.609,89,34,80,.425,27,63,.429,7,17,.412,21,26,.808,96
13,2012-12-26,PHI,@,MEM,W 99-89,240,37,71,.521,28,55,.509,9,16,.563,16,23,.696,99,35,90,.389,30,75,.400,5,15,.333,14,17,.824,89
14,2012-12-23,PHI,@,BRK,L 92-95,240,38,88,.432,30,70,.429,8,18,.444,8,10,.800,92,33,74,.446,25,52,.481,8,22,.364,21,30,.700,95
15,2012-12-21,PHI,,ATL,W 99-80,240,44,86,.512,36,67,.537,8,19,.421,3,7,.429,99,31,79,.392,22,54,.407,9,25,.360,9,12,.750,80
16,2012-12-19,PHI,@,HOU,L 103-125,240,40,89,.449,34,72,.472,6,17,.353,17,24,.708,103,42,75,.560,31,48,.646,11,27,.407,30,36,.833,125
17,2012-12-18,PHI,@,DAL,L 100-107,240,37,86,.430,24,51,.471,13,35,.371,13,15,.867,100,39,72,.542,35,61,.574,4,11,.364,25,29,.862,107
18,2012-12-16,PHI,,LAL,L 98-111,240,41,83,.494,31,58,.534,10,25,.400,6,11,.545,98,39,80,.488,25,46,.543,14,34,.412,19,24,.792,111
19,2012-12-14,PHI,@,IND,L 85-95,240,35,81,.432,32,69,.464,3,12,.250,12,16,.750,85,35,77,.455,27,63,.429,8,14,.571,17,27,.630,95
20,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
21,2012-12-12,PHI,,CHI,L 89-96,240,41,91,.451,39,77,.506,2,14,.143,5,11,.455,89,34,78,.436,30,67,.448,4,11,.364,24,26,.923,96
22,2012-12-10,PHI,,DET,W 104-97,240,44,82,.537,40,71,.563,4,11,.364,12,23,.522,104,32,81,.395,27,63,.429,5,18,.278,28,33,.848,97
23,2012-12-08,PHI,@,BOS,L 79-92,240,31,79,.392,27,62,.435,4,17,.235,13,16,.813,79,40,75,.533,36,61,.590,4,14,.286,8,12,.667,92
24,2012-12-07,PHI,,BOS,W 95-94 (OT),265,37,99,.374,35,88,.398,2,11,.182,19,26,.731,95,35,81,.432,29,59,.492,6,22,.273,18,25,.720,94
25,2012-12-04,PHI,,MIN,L 88-105,240,35,83,.422,30,63,.476,5,20,.250,13,23,.565,88,41,77,.532,28,52,.538,13,25,.520,10,17,.588,105
26,2012-12-01,PHI,@,CHI,L 88-93,240,36,82,.439,33,70,.471,3,12,.250,13,18,.722,88,38,81,.469,34,74,.459,4,7,.571,13,21,.619,93
27,2012-11-30,PHI,@,CHA,W 104-98,240,44,86,.512,36,69,.522,8,17,.471,8,10,.800,104,39,83,.470,31,66,.470,8,17,.471,12,18,.667,98
28,2012-11-27,PHI,,DAL,W 100-98,240,35,75,.467,29,61,.475,6,14,.429,24,32,.750,100,37,81,.457,32,62,.516,5,19,.263,19,22,.864,98
29,2012-11-25,PHI,,PHO,W 104-101,240,39,81,.481,30,62,.484,9,19,.474,17,23,.739,104,39,83,.470,35,72,.486,4,11,.364,19,20,.950,101
30,2012-11-24,PHI,,OKC,L 109-116 (OT),265,45,91,.495,38,71,.535,7,20,.350,12,17,.706,109,39,88,.443,33,67,.493,6,21,.286,32,37,.865,116
31,2012-11-21,PHI,@,CLE,L 83-92,240,31,86,.360,27,69,.391,4,17,.235,17,22,.773,83,35,86,.407,22,63,.349,13,23,.565,9,14,.643,92
32,2012-11-20,PHI,,TOR,W 106-98,240,40,85,.471,31,61,.508,9,24,.375,17,19,.895,106,37,82,.451,33,66,.500,4,16,.250,20,29,.690,98
33,2012-11-18,PHI,,CLE,W 86-79,240,34,80,.425,25,60,.417,9,20,.450,9,12,.750,86,30,84,.357,25,64,.391,5,20,.250,14,15,.933,79
34,2012-11-16,PHI,,UTA,W 99-93,240,40,87,.460,30,69,.435,10,18,.556,9,10,.900,99,36,81,.444,29,59,.492,7,22,.318,14,18,.778,93
35,2012-11-14,PHI,,DET,L 76-94,240,25,84,.298,20,68,.294,5,16,.313,21,32,.656,76,35,73,.479,32,66,.485,3,7,.429,21,31,.677,94
36,2012-11-12,PHI,,MIL,L 96-105,240,37,85,.435,27,61,.443,10,24,.417,12,16,.750,96,41,80,.513,34,60,.567,7,20,.350,16,18,.889,105
37,2012-11-10,PHI,@,TOR,W 93-83,240,34,73,.466,28,59,.475,6,14,.429,19,25,.760,93,30,79,.380,18,53,.340,12,26,.462,11,16,.688,83
38,2012-11-09,PHI,@,BOS,W 106-100,240,40,82,.488,33,69,.478,7,13,.538,19,23,.826,106,37,76,.487,33,66,.500,4,10,.400,22,31,.710,100
39,2012-11-07,PHI,@,NOH,W 77-62,240,35,84,.417,31,62,.500,4,22,.182,3,5,.600,77,23,69,.333,19,50,.380,4,19,.211,12,16,.750,62
