,Date,Tm,H_V,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1
67,2015-12-26,DEN,@,SAS,L 86-101,240,38,86,.442,33,68,.485,5,18,.278,5,6,.833,86,39,81,.481,32,71,.451,7,10,.700,16,17,.941,101
68,2015-12-23,DEN,@,PHO,W 104-96,240,42,91,.462,28,56,.500,14,35,.400,6,13,.462,104,36,87,.414,23,62,.371,13,25,.520,11,17,.647,96
69,2015-12-22,DEN,,LAL,L 107-111,240,41,90,.456,32,65,.492,9,25,.360,16,19,.842,107,40,84,.476,33,58,.569,7,26,.269,24,32,.750,111
70,2015-12-20,DEN,,NOP,L 125-130,240,45,96,.469,28,61,.459,17,35,.486,18,22,.818,125,44,78,.564,33,54,.611,11,24,.458,31,39,.795,130
71,2015-12-18,DEN,@,UTA,L 88-97,240,31,79,.392,25,51,.490,6,28,.214,20,25,.800,88,34,73,.466,24,48,.500,10,25,.400,19,25,.760,97
72,2015-12-15,DEN,@,MIN,W 112-100,240,41,73,.562,31,55,.564,10,18,.556,20,27,.741,112,36,77,.468,32,67,.478,4,10,.400,24,31,.774,100
73,2015-12-14,DEN,,HOU,W 114-108,240,42,82,.512,34,57,.596,8,25,.320,22,25,.880,114,41,87,.471,23,47,.489,18,40,.450,8,11,.727,108
74,2015-12-11,DEN,,MIN,W 111-108 (OT),265,38,86,.442,27,58,.466,11,28,.393,24,33,.727,111,38,87,.437,31,68,.456,7,19,.368,25,29,.862,108
75,2015-12-08,DEN,,ORL,L 74-85,240,28,84,.333,21,60,.350,7,24,.292,11,20,.550,74,38,88,.432,37,72,.514,1,16,.063,8,10,.800,85
76,2015-12-05,DEN,@,PHI,W 108-105,240,37,81,.457,26,50,.520,11,31,.355,23,38,.605,108,37,74,.500,22,43,.512,15,31,.484,16,26,.615,105
77,2015-12-03,DEN,@,TOR,W 106-105,240,38,81,.469,26,54,.481,12,27,.444,18,18,1.000,106,39,92,.424,31,65,.477,8,27,.296,19,22,.864,105
78,2015-12-02,DEN,@,CHI,L 90-99,240,36,93,.387,31,78,.397,5,15,.333,13,22,.591,90,36,89,.404,30,72,.417,6,17,.353,21,27,.778,99
79,2015-11-30,DEN,@,MIL,L 74-92,240,28,75,.373,22,56,.393,6,19,.316,12,16,.750,74,35,77,.455,29,59,.492,6,18,.333,16,22,.727,92
80,2015-11-28,DEN,@,DAL,L 81-92,240,30,75,.400,22,50,.440,8,25,.320,13,17,.765,81,33,77,.429,26,51,.510,7,26,.269,19,27,.704,92
81,2015-11-27,DEN,,SAS,L 80-91,240,31,77,.403,24,57,.421,7,20,.350,11,13,.846,80,36,75,.480,28,53,.528,8,22,.364,11,14,.786,91
82,2015-11-24,DEN,,LAC,L 94-111,240,31,78,.397,23,53,.434,8,25,.320,24,29,.828,94,37,79,.468,29,59,.492,8,20,.400,29,47,.617,111
83,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
84,2015-11-22,DEN,,GSW,L 105-118,240,37,86,.430,33,71,.465,4,15,.267,27,35,.771,105,47,89,.528,32,60,.533,15,29,.517,9,13,.692,118
85,2015-11-20,DEN,,PHO,L 107-114,240,41,90,.456,36,66,.545,5,24,.208,20,26,.769,107,40,79,.506,25,52,.481,15,27,.556,19,25,.760,114
86,2015-11-18,DEN,@,SAS,L 98-109,240,38,98,.388,33,83,.398,5,15,.333,17,18,.944,98,42,86,.488,33,68,.485,9,18,.500,16,20,.800,109
87,2015-11-17,DEN,@,NOP,W 115-98,240,45,85,.529,30,55,.545,15,30,.500,10,13,.769,115,41,83,.494,34,60,.567,7,23,.304,9,11,.818,98
88,2015-11-14,DEN,@,PHO,L 81-105,240,34,98,.347,28,63,.444,6,35,.171,7,8,.875,81,37,84,.440,26,60,.433,11,24,.458,20,26,.769,105
89,2015-11-13,DEN,,HOU,W 107-98,240,37,81,.457,28,61,.459,9,20,.450,24,32,.750,107,33,77,.429,24,48,.500,9,29,.310,23,31,.742,98
