,DATE,START,VISITOR,PTS,HOME,PTS,ATTEND,NOTES,VISITOR_MP,VISITOR_FG,VISITOR_FGA,VISITOR_FG%,VISITOR_3P,VISITOR_3PA,VISITOR_3P%,VISITOR_FT,VISITOR_FTA,VISITOR_FT%,VISITOR_ORB,VISITOR_DRB,VISITOR_TRB,VISITOR_AST,VISITOR_STL,VISITOR_BLK,VISITOR_TOV,VISITOR_PF,VISITOR_PTS,VISITOR_+/-,VISITOR_TS%,VISITOR_eFG%,VISITOR_3PAr,VISITOR_FTr,VISITOR_ORB%,VISITOR_DRB%,VISITOR_TRB%,VISITOR_AST%,VISITOR_STL%,VISITOR_BLK%,VISITOR_TOV%,VISITOR_USG%,VISITOR_ORtg,VISITOR_DRtg,HOME_MP,HOME_FG,HOME_FGA,HOME_FG%,HOME_3P,HOME_3PA,HOME_3P%,HOME_FT,HOME_FTA,HOME_FT%,HOME_ORB,HOME_DRB,HOME_TRB,HOME_AST,HOME_STL,HOME_BLK,HOME_TOV,HOME_PF,HOME_PTS,HOME_+/-,HOME_TS%,HOME_eFG%,HOME_3PAr,HOME_FTr,HOME_ORB%,HOME_DRB%,HOME_TRB%,HOME_AST%,HOME_STL%,HOME_BLK%,HOME_TOV%,HOME_USG%,HOME_ORtg,HOME_DRtg
100,"Wed, Nov 14, 2018",7:30p,Detroit Pistons,106.0,Toronto Raptors,104.0,19800.0,,240,44,91,.484,10,33,.303,8,13,.615,7,32,39,24,8,5,17,24,106,,.548,.538,.363,.143,15.9,72.7,44.3,54.5,7.6,6.9,14.9,100.0,100.8,98.9,240,45,92,.489,4,20,.200,10,17,.588,12,37,49,23,9,3,20,19,104,,.523,.511,.217,.185,27.3,84.1,55.7,51.1,8.6,5.2,16.7,100.0,98.9,100.8
101,"Wed, Nov 14, 2018",7:00p,Cleveland Cavaliers,95.0,Washington Wizards,119.0,14537.0,,240,35,77,.455,4,21,.190,21,31,.677,9,33,42,22,12,6,23,24,95,,.524,.481,.273,.403,22.0,73.3,48.8,62.9,11.5,11.5,20.2,100.0,90.8,113.7,240,44,92,.478,13,40,.325,18,26,.692,12,32,44,30,17,3,18,25,119,,.575,.549,.435,.283,26.7,78.0,51.2,68.2,16.2,5.4,14.8,100.0,113.7,90.8
102,"Thu, Nov 15, 2018",9:00p,Atlanta Hawks,93.0,Denver Nuggets,138.0,15103.0,,240,32,92,.348,9,42,.214,20,27,.741,15,28,43,20,7,5,19,22,93,,.448,.397,.457,.293,25.0,71.8,43.4,62.5,6.6,7.9,15.5,100.0,87.6,130.0,240,53,94,.564,13,31,.419,19,25,.760,11,45,56,34,12,6,15,24,138,,.657,.633,.330,.266,28.2,75.0,56.6,64.2,11.3,12.0,12.5,100.0,130.0,87.6
103,"Thu, Nov 15, 2018",8:00p,Golden State Warriors,86.0,Houston Rockets,107.0,18055.0,,240,32,76,.421,4,18,.222,18,22,.818,12,32,44,18,2,5,16,24,86,,.502,.447,.237,.289,30.8,69.6,51.8,56.3,2.3,12.5,15.7,100.0,100.1,124.6,240,35,87,.402,16,47,.340,21,26,.808,14,27,41,20,8,4,5,21,107,,.543,.494,.540,.299,30.4,69.2,48.2,57.1,9.3,6.9,4.8,100.0,124.6,100.1
104,"Thu, Nov 15, 2018",10:30p,San Antonio Spurs,111.0,Los Angeles Clippers,116.0,17463.0,,240,41,102,.402,9,29,.310,20,25,.800,15,30,45,19,7,6,5,24,111,,.491,.446,.284,.245,26.8,76.9,47.4,46.3,7.0,9.7,4.2,100.0,111.3,116.3,240,40,85,.471,8,23,.348,28,35,.800,9,41,50,23,2,3,12,25,116,,.578,.518,.271,.412,23.1,73.2,52.6,57.5,2.0,4.1,10.7,100.0,116.3,111.3
105,"Fri, Nov 16, 2018",7:00p,Toronto Raptors,116.0,Boston Celtics,123.0,18624.0,,265,42,97,.433,8,29,.276,24,29,.828,11,32,43,20,12,4,13,23,116,,.528,.474,.299,.299,22.9,78.0,48.3,47.6,11.2,6.3,10.6,100.0,108.0,114.5,265,47,89,.528,9,26,.346,20,24,.833,9,37,46,25,9,6,18,23,123,,.618,.579,.292,.270,22.0,77.1,51.7,53.2,8.4,8.8,15.3,100.0,114.5,108.0
106,"Fri, Nov 16, 2018",7:00p,Miami Heat,91.0,Indiana Pacers,99.0,17923.0,,240,35,93,.376,14,36,.389,7,10,.700,13,38,51,21,10,5,16,16,91,,.467,.452,.387,.108,23.2,90.5,52.0,60.0,10.0,9.3,14.1,100.0,91.0,99.0,240,36,81,.444,14,27,.519,13,15,.867,4,43,47,22,10,6,19,14,99,,.565,.531,.333,.185,9.5,76.8,48.0,61.1,10.0,10.5,17.8,100.0,99.0,91.0
107,"Fri, Nov 16, 2018",8:00p,Sacramento Kings,104.0,Memphis Grizzlies,112.0,13811.0,,240,37,80,.463,12,33,.364,18,24,.750,9,33,42,23,9,2,21,24,104,,.574,.538,.413,.300,22.5,78.6,51.2,62.2,9.1,3.3,18.8,100.0,104.9,113.0,240,43,85,.506,11,25,.440,15,24,.625,9,31,40,24,11,5,13,23,112,,.586,.571,.294,.282,21.4,77.5,48.8,55.8,11.1,10.6,12.0,100.0,113.0,104.9
108,"Fri, Nov 16, 2018",9:30p,Chicago Bulls,104.0,Milwaukee Bucks,123.0,17341.0,,240,41,94,.436,13,33,.394,9,13,.692,4,32,36,22,8,3,12,15,104,,.521,.505,.351,.138,8.3,74.4,39.6,53.7,7.6,6.0,10.7,100.0,99.2,117.3,240,47,93,.505,18,43,.419,11,17,.647,11,44,55,28,8,8,16,14,123,,.612,.602,.462,.183,25.6,91.7,60.4,59.6,7.6,13.1,13.7,100.0,117.3,99.2
109,"Fri, Nov 16, 2018",8:00p,Portland Trail Blazers,96.0,Minnesota Timberwolves,112.0,18978.0,,240,37,88,.420,8,29,.276,14,20,.700,11,37,48,16,6,1,18,14,96,,.496,.466,.330,.227,24.4,80.4,52.7,43.2,6.0,1.6,15.7,100.0,96.3,112.3,240,46,92,.500,12,28,.429,8,11,.727,9,34,43,28,11,4,12,16,112,,.578,.565,.304,.120,19.6,75.6,47.3,60.9,11.0,6.8,11.0,100.0,112.3,96.3
110,"Fri, Nov 16, 2018",8:00p,New York Knicks,124.0,New Orleans Pelicans,129.0,14717.0,,240,48,98,.490,11,34,.324,17,24,.708,12,32,44,15,10,6,13,31,124,,.571,.546,.347,.245,21.8,74.4,44.9,31.3,9.0,9.2,10.7,100.0,111.8,116.3,240,48,99,.485,10,34,.294,23,32,.719,11,43,54,27,5,5,15,25,129,,.570,.535,.343,.323,25.6,78.2,55.1,56.3,4.5,7.8,11.7,100.0,116.3,111.8
111,"Fri, Nov 16, 2018",7:00p,Utah Jazz,107.0,Philadelphia 76ers,113.0,20485.0,,240,41,88,.466,4,22,.182,21,37,.568,10,29,39,15,10,4,13,25,107,,.513,.489,.250,.420,24.4,74.4,48.8,36.6,9.8,6.9,11.1,100.0,105.2,111.1,240,41,81,.506,11,23,.478,20,32,.625,10,31,41,25,7,5,17,27,113,,.594,.574,.284,.395,25.6,75.6,51.3,61.0,6.9,7.6,15.2,100.0,111.1,105.2
112,"Fri, Nov 16, 2018",7:00p,Brooklyn Nets,115.0,Washington Wizards,104.0,15102.0,,240,38,90,.422,9,33,.273,30,38,.789,13,34,47,19,8,3,11,24,115,,.539,.472,.367,.422,27.1,73.9,50.0,50.0,8.0,4.3,9.3,100.0,114.6,103.6,240,37,87,.425,3,18,.167,27,34,.794,12,35,47,18,5,4,13,23,104,,.510,.443,.207,.391,26.1,72.9,50.0,48.6,5.0,7.0,11.3,100.0,103.6,114.6
113,"Sat, Nov 17, 2018",7:30p,Utah Jazz,98.0,Boston Celtics,86.0,18624.0,,240,35,78,.449,11,38,.289,17,27,.630,7,39,46,23,11,4,14,23,98,,.545,.519,.487,.346,17.1,69.6,47.4,65.7,11.6,6.9,13.5,100.0,103.3,90.6,240,35,91,.385,5,33,.152,11,20,.550,17,34,51,16,11,4,14,22,86,,.431,.412,.363,.220,30.4,82.9,52.6,45.7,11.6,10.0,12.3,100.0,90.6,103.3
114,"Sat, Nov 17, 2018",6:00p,Los Angeles Clippers,127.0,Brooklyn Nets,119.0,12944.0,,240,48,95,.505,11,23,.478,20,24,.833,9,29,38,23,4,1,8,25,127,,.602,.563,.242,.253,22.0,65.9,44.7,47.9,4.1,1.7,7.0,100.0,129.2,121.0,240,40,88,.455,13,28,.464,26,34,.765,15,32,47,25,4,5,11,22,119,,.578,.528,.318,.386,34.1,78.0,55.3,62.5,4.1,6.9,9.7,100.0,121.0,129.2
115,"Sat, Nov 17, 2018",8:00p,Toronto Raptors,122.0,Chicago Bulls,83.0,21263.0,,240,48,89,.539,14,35,.400,12,13,.923,8,46,54,31,14,10,23,24,122,,.644,.618,.393,.146,22.9,86.8,61.4,64.6,13.0,16.9,19.5,100.0,113.1,77.0,240,30,86,.349,8,27,.296,15,21,.714,7,27,34,21,13,3,22,19,83,,.436,.395,.314,.244,13.2,77.1,38.6,70.0,12.1,5.6,18.8,100.0,77.0,113.1
116,"Sat, Nov 17, 2018",7:00p,Philadelphia 76ers,122.0,Charlotte Hornets,119.0,19426.0,,265,39,93,.419,11,35,.314,33,38,.868,9,44,53,23,9,6,19,24,122,,.556,.478,.376,.409,18.4,83.0,52.0,59.0,7.7,8.8,14.8,100.0,104.7,102.1,265,42,99,.424,10,31,.323,25,27,.926,9,40,49,23,10,3,17,29,119,,.537,.475,.313,.273,17.0,81.6,48.0,54.8,8.6,5.2,13.3,100.0,102.1,104.7
117,"Sat, Nov 17, 2018",8:30p,Golden State Warriors,109.0,Dallas Mavericks,112.0,20260.0,,240,42,94,.447,9,33,.273,16,17,.941,12,35,47,24,6,6,12,27,109,,.537,.495,.351,.181,24.0,81.4,50.5,57.1,6.0,11.5,10.6,100.0,109.1,112.1,240,40,86,.465,10,34,.294,22,34,.647,8,38,46,18,6,5,10,18,112,,.555,.523,.395,.395,18.6,76.0,49.5,45.0,6.0,8.2,9.0,100.0,112.1,109.1
118,"Sat, Nov 17, 2018",8:00p,Sacramento Kings,112.0,Houston Rockets,132.0,18055.0,,240,46,102,.451,11,35,.314,9,12,.750,13,26,39,23,10,3,14,21,112,,.522,.505,.343,.118,27.1,81.3,48.8,50.0,9.5,8.8,11.5,100.0,106.6,125.6,240,46,81,.568,20,47,.426,20,24,.833,6,35,41,27,9,10,22,20,132,,.721,.691,.580,.296,18.8,72.9,51.3,58.7,8.6,14.9,19.4,100.0,125.6,106.6
119,"Sat, Nov 17, 2018",7:00p,Atlanta Hawks,89.0,Indiana Pacers,97.0,17491.0,,240,31,87,.356,8,29,.276,19,27,.704,5,36,41,20,15,6,18,24,89,,.450,.402,.333,.310,10.4,78.3,43.6,64.5,14.0,10.5,15.4,100.0,82.8,90.3,240,35,87,.402,12,30,.400,15,21,.714,10,43,53,25,11,6,22,26,97,,.504,.471,.345,.241,21.7,89.6,56.4,71.4,10.2,10.3,18.6,100.0,90.3,82.8
120,"Sat, Nov 17, 2018",7:00p,Denver Nuggets,115.0,New Orleans Pelicans,125.0,15408.0,,240,46,95,.484,15,39,.385,8,13,.615,10,33,43,30,5,6,13,23,115,,.571,.563,.411,.137,21.7,76.7,48.3,65.2,4.9,9.7,11.4,100.0,113.7,123.6,240,42,87,.483,10,25,.400,31,34,.912,10,36,46,29,6,8,11,18,125,,.613,.540,.287,.391,23.3,78.3,51.7,69.0,5.9,14.3,9.7,100.0,123.6,113.7
121,"Sat, Nov 17, 2018",7:00p,Los Angeles Lakers,117.0,Orlando Magic,130.0,19249.0,,240,43,90,.478,10,30,.333,21,25,.840,8,33,41,22,5,6,14,20,117,,.579,.533,.333,.278,21.1,75.0,50.0,51.2,4.8,9.8,12.2,100.0,113.0,125.5,240,50,93,.538,11,32,.344,19,23,.826,11,30,41,28,5,8,13,23,130,,.630,.597,.344,.247,25.0,78.9,50.0,56.0,4.8,13.3,11.2,100.0,125.5,113.0
122,"Sat, Nov 17, 2018",9:00p,Oklahoma City Thunder,110.0,Phoenix Suns,100.0,16376.0,,240,38,85,.447,7,24,.292,27,32,.844,14,38,52,17,9,7,18,20,110,,.555,.488,.282,.376,34.1,90.5,62.7,44.7,9.1,13.2,15.4,100.0,110.9,100.8,240,37,82,.451,12,29,.414,14,21,.667,4,27,31,25,14,6,14,28,100,,.548,.524,.354,.256,9.5,65.9,37.3,67.6,14.1,9.8,13.3,100.0,100.8,110.9
123,"Sun, Nov 18, 2018",6:00p,Los Angeles Lakers,113.0,Miami Heat,97.0,19686.0,,240,42,95,.442,11,27,.407,18,21,.857,14,36,50,16,7,5,9,19,113,,.542,.500,.284,.221,28.0,75.0,51.0,38.1,7.4,9.1,7.9,100.0,119.4,102.5,240,35,87,.402,13,32,.406,14,19,.737,12,36,48,20,3,5,12,21,97,,.509,.477,.368,.218,25.0,72.0,49.0,57.1,3.2,7.4,11.2,100.0,102.5,119.4
124,"Sun, Nov 18, 2018",3:30p,Memphis Grizzlies,100.0,Minnesota Timberwolves,87.0,13179.0,,240,35,82,.427,12,28,.429,18,25,.720,10,33,43,26,11,9,12,20,100,,.538,.500,.341,.305,20.4,76.7,46.7,74.3,11.7,17.6,11.4,100.0,106.4,92.6,240,31,80,.388,12,29,.414,13,16,.813,10,39,49,20,8,3,20,20,87,,.500,.463,.363,.200,23.3,79.6,53.3,64.5,8.5,5.6,18.7,100.0,92.6,106.4
125,"Sun, Nov 18, 2018",6:00p,New York Knicks,117.0,Orlando Magic,131.0,15898.0,,240,40,87,.460,8,24,.333,29,35,.829,17,25,42,12,7,2,14,26,117,,.571,.506,.276,.402,37.8,78.1,54.5,30.0,7.1,3.8,12.0,100.0,118.8,133.0,240,48,84,.571,13,32,.406,22,26,.846,7,28,35,35,5,6,15,26,131,,.686,.649,.381,.310,21.9,62.2,45.5,72.9,5.1,9.5,13.6,100.0,133.0,118.8
126,"Sun, Nov 18, 2018",7:00p,Golden State Warriors,92.0,San Antonio Spurs,104.0,18354.0,,240,35,86,.407,5,26,.192,17,21,.810,10,36,46,20,6,4,11,17,92,,.483,.436,.302,.244,21.3,76.6,48.9,57.1,6.3,5.9,10.4,100.0,96.9,109.6,240,41,92,.446,10,24,.417,12,17,.706,11,37,48,24,3,5,10,18,104,,.523,.500,.261,.185,23.4,78.7,51.1,58.5,3.2,8.3,9.1,100.0,109.6,96.9
127,"Sun, Nov 18, 2018",6:00p,Portland Trail Blazers,119.0,Washington Wizards,109.0,16647.0,,240,39,86,.453,11,30,.367,30,35,.857,9,43,52,26,4,3,15,25,119,,.587,.517,.349,.407,20.9,82.7,54.7,66.7,3.8,4.7,12.9,100.0,113.3,103.8,240,43,96,.448,13,32,.406,10,21,.476,9,34,43,28,4,9,11,30,109,,.518,.516,.333,.219,17.3,79.1,45.3,65.1,3.8,16.1,9.5,100.0,103.8,113.3
128,"Mon, Nov 19, 2018",7:30p,Los Angeles Clippers,127.0,Atlanta Hawks,119.0,14323.0,,240,40,93,.430,10,33,.303,37,47,.787,15,37,52,24,9,8,15,22,127,,.559,.484,.355,.505,30.0,69.8,50.5,60.0,8.4,12.7,11.7,100.0,118.5,111.1,240,45,101,.446,12,38,.316,17,19,.895,16,35,51,29,6,6,14,38,119,,.544,.505,.376,.188,30.2,70.0,49.5,64.4,5.6,10.0,11.3,100.0,111.1,118.5
129,"Mon, Nov 19, 2018",7:00p,Boston Celtics,112.0,Charlotte Hornets,117.0,18040.0,,240,45,89,.506,9,32,.281,13,18,.722,8,33,41,31,9,6,12,22,112,,.578,.556,.360,.202,18.2,80.5,48.2,68.9,9.0,12.5,11.0,100.0,111.5,116.5,240,43,89,.483,15,41,.366,16,22,.727,8,36,44,18,5,3,13,16,117,,.593,.567,.461,.247,19.5,81.8,51.8,41.9,5.0,5.3,11.6,100.0,116.5,111.5
130,"Mon, Nov 19, 2018",7:00p,Cleveland Cavaliers,102.0,Detroit Pistons,113.0,15769.0,,240,35,79,.443,8,21,.381,24,34,.706,11,25,36,16,8,3,9,22,102,,.543,.494,.266,.430,22.9,65.8,41.9,45.7,8.9,5.9,8.7,100.0,113.4,125.7,240,41,89,.461,13,38,.342,18,19,.947,13,37,50,26,5,4,10,27,113,,.580,.534,.427,.213,34.2,77.1,58.1,63.4,5.6,6.9,9.3,100.0,125.7,113.4
131,"Mon, Nov 19, 2018",7:00p,Utah Jazz,94.0,Indiana Pacers,121.0,17000.0,,240,36,74,.486,11,25,.440,11,16,.688,3,33,36,26,6,10,18,18,94,,.580,.561,.338,.216,8.3,75.0,45.0,72.2,6.2,14.7,18.2,100.0,97.9,126.0,240,49,93,.527,12,25,.480,11,17,.647,11,33,44,35,13,3,9,17,121,,.602,.591,.269,.183,25.0,91.7,55.0,71.4,13.5,6.1,8.2,100.0,126.0,97.9
132,"Mon, Nov 19, 2018",8:00p,Dallas Mavericks,88.0,Memphis Grizzlies,98.0,15997.0,,240,30,88,.341,10,32,.313,18,21,.857,7,36,43,17,8,4,9,19,88,,.452,.398,.364,.239,14.9,87.8,48.9,56.7,8.4,8.2,8.5,100.0,92.5,103.0,240,37,79,.468,12,30,.400,12,14,.857,5,40,45,29,8,11,15,21,98,,.575,.544,.380,.177,12.2,85.1,51.1,78.4,8.4,19.6,15.0,100.0,103.0,92.5
133,"Mon, Nov 19, 2018",8:00p,Denver Nuggets,98.0,Milwaukee Bucks,104.0,17341.0,,240,40,94,.426,12,41,.293,6,9,.667,13,30,43,30,6,4,17,20,98,,.500,.489,.436,.096,25.5,69.8,45.7,75.0,6.1,7.7,14.8,100.0,99.9,106.0,240,40,88,.455,11,36,.306,13,22,.591,13,38,51,21,8,3,15,16,104,,.532,.517,.409,.250,30.2,74.5,54.3,52.5,8.2,5.7,13.3,100.0,106.0,99.9
134,"Mon, Nov 19, 2018",8:00p,San Antonio Spurs,126.0,New Orleans Pelicans,140.0,14675.0,,240,45,94,.479,12,24,.500,24,30,.800,18,26,44,22,7,0,15,20,126,,.588,.543,.255,.319,39.1,65.0,51.2,48.9,6.9,0.0,12.3,100.0,124.8,138.6,240,59,102,.578,10,26,.385,12,14,.857,14,28,42,34,10,5,10,23,140,,.647,.627,.255,.137,35.0,60.9,48.8,57.6,9.9,7.1,8.5,100.0,138.6,124.8
135,"Mon, Nov 19, 2018",7:00p,Phoenix Suns,114.0,Philadelphia 76ers,119.0,20459.0,,240,44,87,.506,13,33,.394,13,24,.542,5,26,31,25,9,4,13,34,114,,.584,.580,.379,.276,11.1,66.7,36.9,56.8,8.6,6.5,11.8,100.0,109.1,113.9,240,41,84,.488,6,22,.273,31,42,.738,13,40,53,24,8,1,19,27,119,,.581,.524,.262,.500,33.3,88.9,63.1,58.5,7.7,1.9,15.6,100.0,113.9,109.1
136,"Mon, Nov 19, 2018",10:00p,Oklahoma City Thunder,113.0,Sacramento Kings,117.0,16250.0,,240,45,108,.417,12,41,.293,11,16,.688,13,40,53,22,8,3,13,22,113,,.491,.472,.380,.148,22.4,74.1,47.3,48.9,7.3,4.7,10.2,100.0,102.6,106.2,240,45,102,.441,16,38,.421,11,17,.647,14,45,59,29,7,4,15,18,117,,.534,.520,.373,.167,25.9,77.6,52.7,64.4,6.4,6.0,12.1,100.0,106.2,102.6
137,"Tue, Nov 20, 2018",7:30p,Brooklyn Nets,104.0,Miami Heat,92.0,19600.0,,240,38,88,.432,8,31,.258,20,26,.769,13,40,53,17,6,4,11,21,104,,.523,.477,.352,.295,27.7,69.0,50.5,44.7,6.1,5.9,10.0,100.0,106.5,94.2,240,36,100,.360,7,32,.219,13,20,.650,18,34,52,18,5,6,14,24,92,,.423,.395,.320,.200,31.0,72.3,49.5,50.0,5.1,10.5,11.4,100.0,94.2,106.5
138,"Tue, Nov 20, 2018",7:30p,Portland Trail Blazers,118.0,New York Knicks,114.0,19812.0,,240,45,95,.474,16,35,.457,12,17,.706,14,29,43,25,8,4,11,19,118,,.576,.558,.368,.179,30.4,74.4,50.6,55.6,8.3,7.4,9.7,100.0,122.9,118.7,240,42,83,.506,13,29,.448,17,22,.773,10,32,42,22,8,5,15,15,114,,.615,.584,.349,.265,25.6,69.6,49.4,52.4,8.3,8.3,13.9,100.0,118.7,122.9
139,"Tue, Nov 20, 2018",7:00p,Toronto Raptors,93.0,Orlando Magic,91.0,16016.0,,240,39,87,.448,9,34,.265,6,8,.750,6,37,43,23,7,5,16,19,93,,.514,.500,.391,.092,13.6,77.1,46.7,59.0,7.3,9.3,15.0,100.0,96.6,94.5,240,34,84,.405,8,30,.267,15,19,.789,11,38,49,24,5,4,14,11,91,,.493,.452,.357,.226,22.9,86.4,53.3,70.6,5.2,7.5,13.2,100.0,94.5,96.6
140,"Tue, Nov 20, 2018",7:00p,Los Angeles Clippers,118.0,Washington Wizards,125.0,14499.0,,240,46,89,.517,11,27,.407,15,18,.833,7,37,44,20,6,4,17,28,118,,.609,.579,.303,.202,17.5,77.1,50.0,43.5,5.8,7.4,14.9,100.0,113.6,120.3,240,40,93,.430,13,39,.333,32,39,.821,11,33,44,27,11,8,7,20,125,,.567,.500,.419,.419,22.9,82.5,50.0,67.5,10.6,12.9,6.0,100.0,120.3,113.6
141,"Wed, Nov 21, 2018",7:30p,Toronto Raptors,124.0,Atlanta Hawks,108.0,15058.0,,240,48,90,.533,11,29,.379,17,23,.739,14,41,55,33,6,1,17,21,124,,.619,.594,.322,.256,35.9,82.0,61.8,68.8,6.0,1.8,14.5,100.0,124.3,108.3,240,42,93,.452,10,36,.278,14,18,.778,9,25,34,24,10,7,9,21,108,,.535,.505,.387,.194,18.0,64.1,38.2,57.1,10.0,11.5,8.2,100.0,108.3,124.3
142,"Wed, Nov 21, 2018",7:30p,New York Knicks,117.0,Boston Celtics,109.0,18624.0,,240,44,89,.494,15,30,.500,14,17,.824,9,40,49,25,3,11,17,24,117,,.606,.579,.337,.191,20.5,72.7,49.5,56.8,2.9,17.2,15.0,100.0,115.0,107.1,240,38,97,.392,10,33,.303,23,32,.719,15,35,50,30,10,9,8,16,109,,.491,.443,.340,.330,27.3,79.5,50.5,78.9,9.8,15.3,6.7,100.0,107.1,115.0
143,"Wed, Nov 21, 2018",8:00p,Phoenix Suns,116.0,Chicago Bulls,124.0,19014.0,,240,48,98,.490,10,34,.294,10,10,1.000,6,30,36,28,9,5,13,20,116,,.566,.541,.347,.102,14.6,88.2,48.0,58.3,8.6,8.9,11.3,100.0,110.3,117.9,240,46,81,.568,11,25,.440,21,24,.875,4,35,39,28,8,2,17,19,124,,.677,.636,.309,.296,11.8,85.4,52.0,60.9,7.6,3.1,15.7,100.0,117.9,110.3
144,"Wed, Nov 21, 2018",7:00p,Indiana Pacers,109.0,Charlotte Hornets,127.0,15913.0,,240,41,84,.488,11,33,.333,16,17,.941,10,27,37,26,5,7,14,19,109,,.596,.554,.393,.202,25.0,81.8,50.7,63.4,5.3,13.7,13.3,100.0,116.4,135.6,240,45,80,.563,18,29,.621,19,22,.864,6,30,36,30,7,3,12,15,127,,.708,.675,.363,.275,18.2,75.0,49.3,66.7,7.5,5.9,11.8,100.0,135.6,116.4
145,"Wed, Nov 21, 2018",8:00p,Los Angeles Lakers,109.0,Cleveland Cavaliers,105.0,19432.0,,240,40,78,.513,9,25,.360,20,28,.714,7,44,51,23,2,9,15,20,109,,.603,.571,.321,.359,18.4,74.6,52.6,57.5,2.1,13.2,14.2,100.0,114.4,110.2,240,39,102,.382,13,34,.382,14,15,.933,15,31,46,18,3,2,3,22,105,,.483,.446,.333,.147,25.4,81.6,47.4,46.2,3.1,3.8,2.7,100.0,110.2,114.4
146,"Wed, Nov 21, 2018",8:30p,Brooklyn Nets,113.0,Dallas Mavericks,119.0,19926.0,,240,42,94,.447,14,42,.333,15,21,.714,16,26,42,23,8,2,14,31,113,,.547,.521,.447,.223,30.2,76.5,48.3,54.8,8.1,3.9,11.9,100.0,114.8,120.9,240,38,78,.487,11,27,.407,32,41,.780,8,37,45,21,10,3,13,20,119,,.620,.558,.346,.526,23.5,69.8,51.7,55.3,10.2,5.8,11.9,100.0,120.9,114.8
147,"Wed, Nov 21, 2018",10:30p,Oklahoma City Thunder,123.0,Golden State Warriors,95.0,19596.0,,240,51,106,.481,13,35,.371,8,15,.533,18,43,61,29,10,5,10,23,123,,.546,.542,.330,.142,34.0,86.0,59.2,56.9,9.8,9.3,8.2,100.0,120.3,92.9,240,36,83,.434,7,29,.241,16,24,.667,7,35,42,24,7,10,17,18,95,,.508,.476,.349,.289,14.0,66.0,40.8,66.7,6.8,14.1,15.4,100.0,92.9,120.3
148,"Wed, Nov 21, 2018",8:00p,Detroit Pistons,124.0,Houston Rockets,126.0,18055.0,,240,40,85,.471,16,34,.471,28,37,.757,15,22,37,20,8,1,16,26,124,,.612,.565,.400,.435,32.6,81.5,50.7,50.0,8.2,2.6,13.6,100.0,127.1,129.1,240,40,72,.556,13,33,.394,33,36,.917,5,31,36,18,8,7,15,25,126,,.717,.646,.458,.500,18.5,67.4,49.3,45.0,8.2,13.7,14.6,100.0,129.1,127.1
149,"Wed, Nov 21, 2018",8:00p,Portland Trail Blazers,100.0,Milwaukee Bucks,143.0,17591.0,,240,34,93,.366,9,41,.220,23,28,.821,10,30,40,13,8,6,17,20,100,,.475,.414,.441,.301,17.9,69.8,40.4,38.2,7.2,9.5,13.9,100.0,90.0,128.7,240,57,108,.528,15,45,.333,14,17,.824,13,46,59,34,8,2,14,23,143,,.619,.597,.417,.157,30.2,82.1,59.6,59.6,7.2,3.8,10.8,100.0,128.7,90.0
150,"Wed, Nov 21, 2018",8:00p,Denver Nuggets,103.0,Minnesota Timberwolves,101.0,15086.0,,240,42,89,.472,14,35,.400,5,6,.833,9,31,40,29,12,4,13,22,103,,.562,.551,.393,.067,22.0,79.5,50.0,69.0,12.6,8.5,12.4,100.0,108.4,106.3,240,35,79,.443,9,32,.281,22,26,.846,8,32,40,24,8,3,17,15,101,,.558,.500,.405,.329,20.5,78.0,50.0,68.6,8.4,5.6,15.8,100.0,106.3,108.4
151,"Wed, Nov 21, 2018",7:00p,New Orleans Pelicans,120.0,Philadelphia 76ers,121.0,20352.0,,240,42,98,.429,11,30,.367,25,33,.758,20,34,54,24,8,8,15,21,120,,.533,.485,.306,.337,35.7,75.6,53.5,57.1,7.4,11.6,11.8,100.0,111.6,112.5,240,44,98,.449,10,29,.345,23,26,.885,11,36,47,27,7,7,16,26,121,,.553,.500,.296,.265,24.4,64.3,46.5,61.4,6.5,10.3,12.8,100.0,112.5,111.6
152,"Wed, Nov 21, 2018",8:30p,Memphis Grizzlies,104.0,San Antonio Spurs,103.0,18354.0,,240,39,81,.481,8,25,.320,18,21,.857,4,36,40,21,4,7,9,25,104,,.576,.531,.309,.259,10.8,78.3,48.2,53.8,4.3,11.7,9.1,100.0,112.7,111.6,240,35,82,.427,7,22,.318,26,30,.867,10,33,43,21,4,5,8,20,103,,.541,.470,.268,.366,21.7,89.2,51.8,60.0,4.3,8.9,7.8,100.0,111.6,112.7
153,"Wed, Nov 21, 2018",9:00p,Sacramento Kings,119.0,Utah Jazz,110.0,18306.0,,240,47,89,.528,11,25,.440,14,19,.737,8,40,48,27,5,4,11,30,119,,.611,.590,.281,.213,19.0,76.9,51.1,57.4,5.1,8.2,10.2,100.0,120.8,111.6,240,38,88,.432,12,39,.308,22,31,.710,12,34,46,21,7,7,10,21,110,,.541,.500,.443,.352,23.1,81.0,48.9,55.3,7.1,10.9,9.0,100.0,111.6,120.8
